CVE;Commit;Parent;File;Modified Lines
CVE-2015-5157;37868fe113ff;aa1acff356bbedfd03b544051f5b371746735d89;arch/x86/power/cpu.c;25-25
CVE-2015-5257;cbb4be652d37;cc8e4fc0c3b5e8340bc8358990515d116a3c274c;drivers/usb/serial/whiteheat.c;83-83
CVE-2015-5257;cbb4be652d37;cc8e4fc0c3b5e8340bc8358990515d116a3c274c;drivers/usb/serial/whiteheat.c;119-119
CVE-2015-5257;cbb4be652d37;cc8e4fc0c3b5e8340bc8358990515d116a3c274c;drivers/usb/serial/whiteheat.c;220-220
CVE-2015-5307;54a20552e1ea;d0e536d89395ecd8ab78fe999dc4d6f5d140ce46;arch/x86/include/uapi/asm/svm.h;103-103
CVE-2015-5307;54a20552e1ea;d0e536d89395ecd8ab78fe999dc4d6f5d140ce46;arch/x86/kvm/svm.c;1022-1022
CVE-2015-5307;54a20552e1ea;d0e536d89395ecd8ab78fe999dc4d6f5d140ce46;arch/x86/kvm/svm.c;1710-1710
CVE-2015-5307;54a20552e1ea;d0e536d89395ecd8ab78fe999dc4d6f5d140ce46;arch/x86/kvm/svm.c;3273-3273
CVE-2015-5307;54a20552e1ea;d0e536d89395ecd8ab78fe999dc4d6f5d140ce46;arch/x86/kvm/vmx.c;1642-1642
CVE-2015-5307;54a20552e1ea;d0e536d89395ecd8ab78fe999dc4d6f5d140ce46;arch/x86/kvm/vmx.c;5264-5264
CVE-2015-5327;cc25b994acfb;5ca9d3a4286a1a4aaa46acc7c1c29a15d8d0fea2;crypto/asymmetric_keys/x509_cert_parser.c;534-534
CVE-2015-5327;cc25b994acfb;5ca9d3a4286a1a4aaa46acc7c1c29a15d8d0fea2;crypto/asymmetric_keys/x509_cert_parser.c;546-548
CVE-2015-5327;cc25b994acfb;5ca9d3a4286a1a4aaa46acc7c1c29a15d8d0fea2;crypto/asymmetric_keys/x509_cert_parser.c;553-553
CVE-2015-6937;8c7188b23474;20f795666d3accbb75969730019aeb03f50ef0ec;net/rds/connection.c;189-194
CVE-2015-6937;8c7188b23474;20f795666d3accbb75969730019aeb03f50ef0ec;net/rds/send.c;1016-1017
CVE-2015-7513;0185604c2d82;e24dea2afc6a0852983dc741072d8e96155e13f5;arch/x86/kvm/x86.c;3575-3577
CVE-2015-7513;0185604c2d82;e24dea2afc6a0852983dc741072d8e96155e13f5;arch/x86/kvm/x86.c;3596-3596
CVE-2015-7513;0185604c2d82;e24dea2afc6a0852983dc741072d8e96155e13f5;arch/x86/kvm/x86.c;3605-3605
CVE-2015-7550;b4a1b4f5047e;73796d8bf27372e26c2b79881947304c14c2d353;security/keys/keyctl.c;754-763
CVE-2015-7799;4ab42d78e37a;0baa57d8dc32db78369d8b5176ef56c5e2e18ab3;drivers/isdn/i4l/isdn_ppp.c;325-327
CVE-2015-7799;4ab42d78e37a;0baa57d8dc32db78369d8b5176ef56c5e2e18ab3;drivers/isdn/i4l/isdn_ppp.c;576-579
CVE-2015-7799;4ab42d78e37a;0baa57d8dc32db78369d8b5176ef56c5e2e18ab3;drivers/net/ppp/ppp_generic.c;724-727
CVE-2015-7799;4ab42d78e37a;0baa57d8dc32db78369d8b5176ef56c5e2e18ab3;drivers/net/slip/slhc.c;87-88
CVE-2015-7799;4ab42d78e37a;0baa57d8dc32db78369d8b5176ef56c5e2e18ab3;drivers/net/slip/slhc.c;97-97
CVE-2015-7799;4ab42d78e37a;0baa57d8dc32db78369d8b5176ef56c5e2e18ab3;drivers/net/slip/slhc.c;101-101
CVE-2015-7799;4ab42d78e37a;0baa57d8dc32db78369d8b5176ef56c5e2e18ab3;drivers/net/slip/slhc.c;109-109
CVE-2015-7799;4ab42d78e37a;0baa57d8dc32db78369d8b5176ef56c5e2e18ab3;drivers/net/slip/slhc.c;144-144
CVE-2015-7799;4ab42d78e37a;0baa57d8dc32db78369d8b5176ef56c5e2e18ab3;drivers/net/slip/slip.c;167-167
CVE-2015-8104;cbdb967af3d5;54a20552e1eae07aa240fa370a0293e006b5faed;arch/x86/kvm/svm.c;1023-1023
CVE-2015-8104;cbdb967af3d5;54a20552e1eae07aa240fa370a0293e006b5faed;arch/x86/kvm/svm.c;1557-1557
CVE-2015-8104;cbdb967af3d5;54a20552e1eae07aa240fa370a0293e006b5faed;arch/x86/kvm/svm.c;1561-1570
CVE-2015-8104;cbdb967af3d5;54a20552e1eae07aa240fa370a0293e006b5faed;arch/x86/kvm/svm.c;1676-1676
CVE-2015-8104;cbdb967af3d5;54a20552e1eae07aa240fa370a0293e006b5faed;arch/x86/kvm/svm.c;3664-3664
CVE-2015-8104;cbdb967af3d5;54a20552e1eae07aa240fa370a0293e006b5faed;arch/x86/kvm/svm.c;4290-4290
CVE-2015-8543;79462ad02e86;20b08e1a793d898f0f13040d5418ee0955f678cf;include/net/sock.h;406-406
CVE-2015-8543;79462ad02e86;20b08e1a793d898f0f13040d5418ee0955f678cf;net/ax25/af_ax25.c;808-808
CVE-2015-8543;79462ad02e86;20b08e1a793d898f0f13040d5418ee0955f678cf;net/decnet/af_decnet.c;681-681
CVE-2015-8543;79462ad02e86;20b08e1a793d898f0f13040d5418ee0955f678cf;net/ipv4/af_inet.c;260-260
CVE-2015-8543;79462ad02e86;20b08e1a793d898f0f13040d5418ee0955f678cf;net/ipv6/af_inet6.c;112-112
CVE-2015-8543;79462ad02e86;20b08e1a793d898f0f13040d5418ee0955f678cf;net/irda/af_irda.c;1089-1089
CVE-2016-0728;23567fd052a9;d8d803867ac13117b8f6c6572474ab1c90e9036b;security/keys/process_keys.c;797-797
CVE-2016-0758;23c8a812dc3c;685764b108a7e5fe9f5ee213d6a627c1166d7c88;lib/asn1_decoder.c;77-77
CVE-2016-0758;23c8a812dc3c;685764b108a7e5fe9f5ee213d6a627c1166d7c88;lib/asn1_decoder.c;99-102
CVE-2016-0758;23c8a812dc3c;685764b108a7e5fe9f5ee213d6a627c1166d7c88;lib/asn1_decoder.c;113-113
CVE-2016-0758;23c8a812dc3c;685764b108a7e5fe9f5ee213d6a627c1166d7c88;lib/asn1_decoder.c;117-117
CVE-2016-0758;23c8a812dc3c;685764b108a7e5fe9f5ee213d6a627c1166d7c88;lib/asn1_decoder.c;121-121
CVE-2016-1583;f0fe970df383;78c4e172412de5d0456dc00d2b34050aa0b683b5;fs/ecryptfs/file.c;172-172
CVE-2016-1583;f0fe970df383;78c4e172412de5d0456dc00d2b34050aa0b683b5;fs/ecryptfs/file.c;406-406
CVE-2016-2085;613317bd212c;c05235d50f681bf685e7290cae05ab3b4fa493f3;security/integrity/evm/evm_main.c;26-26
CVE-2016-2085;613317bd212c;c05235d50f681bf685e7290cae05ab3b4fa493f3;security/integrity/evm/evm_main.c;151-151
CVE-2016-2117;f43bfaeddc79;669c00c009ba0db81e840fd7e11faff7be8c8123;drivers/net/ethernet/atheros/atlx/atl2.c;1415-1415
CVE-2016-2143;3446c13b268a;7a76aa95f6f6682db5629449d763251d1c9f8c4e;arch/s390/include/asm/mmu_context.h;18-18
CVE-2016-2143;3446c13b268a;7a76aa95f6f6682db5629449d763251d1c9f8c4e;arch/s390/include/asm/mmu_context.h;21-22
CVE-2016-2143;3446c13b268a;7a76aa95f6f6682db5629449d763251d1c9f8c4e;arch/s390/include/asm/mmu_context.h;28-28
CVE-2016-2143;3446c13b268a;7a76aa95f6f6682db5629449d763251d1c9f8c4e;arch/s390/include/asm/mmu_context.h;114-115
CVE-2016-3136;4e9a0b05257f;59b9023c356c54e5f468029fa504461d04c0f02b;drivers/usb/serial/mct_u232.c;379-380
CVE-2016-3136;4e9a0b05257f;59b9023c356c54e5f468029fa504461d04c0f02b;drivers/usb/serial/mct_u232.c;386-386
CVE-2016-3137;c55aee1bf0e6;4e9a0b05257f29cf4b75f3209243ed71614d062e;drivers/usb/serial/cypress_m8.c;450-450
CVE-2016-3137;c55aee1bf0e6;4e9a0b05257f29cf4b75f3209243ed71614d062e;drivers/usb/serial/cypress_m8.c;609-614
CVE-2016-3713;9842df62004f;67c9dddc95ac16a09db996e8e4dcacfd94cf2306;arch/x86/kvm/mtrr.c;47-48
CVE-2016-4440;3ce424e45411;079d08555cd116e3e04cb588aad1fd6f08b2a31b;arch/x86/kvm/vmx.c;2421-2421
CVE-2016-4440;3ce424e45411;079d08555cd116e3e04cb588aad1fd6f08b2a31b;arch/x86/kvm/vmx.c;4786-4786
CVE-2016-5400;aa93d1fee85c;0ba169ac3600ae4032ee14b4192e6bf5d67723f5;drivers/media/usb/airspy/airspy.c;1075-1075
CVE-2016-5400;aa93d1fee85c;0ba169ac3600ae4032ee14b4192e6bf5d67723f5;drivers/media/usb/airspy/airspy.c;1084-1084
CVE-2016-5400;785ef73dba6e;70ad89a2508936c553d0222cc0b7c95648ee3580;drivers/media/usb/airspy/airspy.c;1075-1075
CVE-2016-5828;8e96a87c5431;844e3be47693f92a108cb1fb3b0606bf25e9c7a6;arch/powerpc/kernel/process.c;1508-1508
CVE-2016-6162;a612769774a3;f3ea3119ad75dde0ba3e8da4653dbd5a189688e5;net/ipv4/udp.c;1586-1586
CVE-2016-6213;296990deb389;99b19d16471e9c3faa85cad38abc9cbbe04c6d55;fs/pnode.c;27-27
CVE-2016-6213;296990deb389;99b19d16471e9c3faa85cad38abc9cbbe04c6d55;fs/pnode.c;165-165
CVE-2016-6213;296990deb389;99b19d16471e9c3faa85cad38abc9cbbe04c6d55;fs/pnode.c;508-508
CVE-2016-6213;296990deb389;99b19d16471e9c3faa85cad38abc9cbbe04c6d55;fs/pnode.c;520-521
CVE-2016-6213;296990deb389;99b19d16471e9c3faa85cad38abc9cbbe04c6d55;fs/pnode.c;525-525
CVE-2016-6213;296990deb389;99b19d16471e9c3faa85cad38abc9cbbe04c6d55;fs/pnode.c;532-532
CVE-2016-6213;296990deb389;99b19d16471e9c3faa85cad38abc9cbbe04c6d55;fs/pnode.c;545-545
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/mount.h;17-17
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/namespace.c;30-30
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/namespace.c;902-902
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/namespace.c;1422-1422
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/namespace.c;1426-1426
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/namespace.c;1843-1843
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/namespace.c;1912-1912
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/namespace.c;1916-1916
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/namespace.c;1952-1952
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/namespace.c;1957-1957
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/namespace.c;2779-2779
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/namespace.c;2828-2828
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/namespace.c;2866-2866
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/pnode.c;262-262
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;fs/pnode.h;55-55
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;include/linux/mount.h;99-99
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;kernel/sysctl.c;68-68
CVE-2016-6213;d29216842a85;2ed6afdee798658fe3c33b50c4a79d1bde45f1d8;kernel/sysctl.c;1841-1841
CVE-2016-6480;fa00c437eef8;ea0a95d7f162bfa1c9df74471f0064f71cdf80ea;drivers/scsi/aacraid/commctrl.c;66-66
CVE-2016-6480;fa00c437eef8;ea0a95d7f162bfa1c9df74471f0064f71cdf80ea;drivers/scsi/aacraid/commctrl.c;90-90
CVE-2016-6480;fa00c437eef8;ea0a95d7f162bfa1c9df74471f0064f71cdf80ea;drivers/scsi/aacraid/commctrl.c;121-121
CVE-2016-7039;fcd91dd44986;7aa8e63f0d0f2e0ae353632bca1ce75a258696c6;drivers/net/geneve.c;456-456
CVE-2016-7039;fcd91dd44986;7aa8e63f0d0f2e0ae353632bca1ce75a258696c6;drivers/net/vxlan.c;586-586
CVE-2016-7039;fcd91dd44986;7aa8e63f0d0f2e0ae353632bca1ce75a258696c6;include/linux/netdevice.h;2172-2172
CVE-2016-7039;fcd91dd44986;7aa8e63f0d0f2e0ae353632bca1ce75a258696c6;include/linux/netdevice.h;2183-2183
CVE-2016-7039;fcd91dd44986;7aa8e63f0d0f2e0ae353632bca1ce75a258696c6;net/8021q/vlan.c;667-667
CVE-2016-7039;fcd91dd44986;7aa8e63f0d0f2e0ae353632bca1ce75a258696c6;net/core/dev.c;4514-4514
CVE-2016-7039;fcd91dd44986;7aa8e63f0d0f2e0ae353632bca1ce75a258696c6;net/ethernet/eth.c;442-442
CVE-2016-7039;fcd91dd44986;7aa8e63f0d0f2e0ae353632bca1ce75a258696c6;net/ipv4/af_inet.c;1394-1394
CVE-2016-7039;fcd91dd44986;7aa8e63f0d0f2e0ae353632bca1ce75a258696c6;net/ipv4/fou.c;252-252
CVE-2016-7039;fcd91dd44986;7aa8e63f0d0f2e0ae353632bca1ce75a258696c6;net/ipv4/fou.c;444-444
CVE-2016-7039;fcd91dd44986;7aa8e63f0d0f2e0ae353632bca1ce75a258696c6;net/ipv4/gre_offload.c;232-232
CVE-2016-7039;fcd91dd44986;7aa8e63f0d0f2e0ae353632bca1ce75a258696c6;net/ipv4/udp_offload.c;298-298
CVE-2016-7042;03dab869b7b2;9fe68cad6e74967b88d0c6aeca7d9cd6b6e91942;security/keys/proc.c;184-184
CVE-2016-7097;497de07d89c1;b4b8664d291ac1998e0f0bcdc96b6397f0fe68b3;fs/posix_acl.c;925-929
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/9p/acl.c;279-304
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/btrfs/acl.c;82-86
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/ceph/acl.c;98-102
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/ext2/acl.c;193-201
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/ext4/acl.c;196-204
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/f2fs/acl.c;213-218
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/gfs2/acl.c;95-105
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/hfsplus/posix_acl.c;68-69
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/jffs2/acl.c;236-238
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/jffs2/acl.c;250-251
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/jfs/acl.c;81-82
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/jfs/acl.c;86-87
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/ocfs2/acl.c;244-250
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/orangefs/acl.c;76-83
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/orangefs/acl.c;93-94
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/posix_acl.c;629-629
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/reiserfs/xattr_acl.c;245-251
CVE-2016-7097;073931017b49;5d3ddd84eaefffd23c028bce5610dac8726f71c1;fs/xfs/xfs_acl.c;260-269
CVE-2016-8630;d9092f52d7e6;355f4fb1405ec29d0fac49b4d41fcd78cbd455d5;arch/x86/kvm/emulate.c;5048-5048
CVE-2016-8632;3de81b758853;f0d21e894713b43a75bdf2d1b31e587bd5db5341;net/tipc/bearer.c;424-424
CVE-2016-8632;3de81b758853;f0d21e894713b43a75bdf2d1b31e587bd5db5341;net/tipc/bearer.c;613-614
CVE-2016-8632;3de81b758853;f0d21e894713b43a75bdf2d1b31e587bd5db5341;net/tipc/bearer.c;627-627
CVE-2016-8632;3de81b758853;f0d21e894713b43a75bdf2d1b31e587bd5db5341;net/tipc/bearer.h;42-42
CVE-2016-8632;3de81b758853;f0d21e894713b43a75bdf2d1b31e587bd5db5341;net/tipc/bearer.h;62-62
CVE-2016-8632;3de81b758853;f0d21e894713b43a75bdf2d1b31e587bd5db5341;net/tipc/bearer.h;218-218
CVE-2016-8632;3de81b758853;f0d21e894713b43a75bdf2d1b31e587bd5db5341;net/tipc/udp_media.c;700-700
CVE-2016-8650;f5527fffff3f;2b95fda2c4fcb6d6625963f889247538f247fce0;lib/mpi/mpi-pow.c;67-68
CVE-2016-9191;93362fa47fe9;add7c65ca426b7a37184dd3d2172394e23d585d6;fs/proc/proc_sysctl.c;712-712
CVE-2016-9191;93362fa47fe9;add7c65ca426b7a37184dd3d2172394e23d585d6;fs/proc/proc_sysctl.c;722-722
CVE-2016-9604;ee8f844e3c5a;4f7d029b9bf009fbee76bb10c0c4351a1870d2f3;security/keys/keyctl.c;276-276
CVE-2016-9604;ee8f844e3c5a;4f7d029b9bf009fbee76bb10c0c4351a1870d2f3;security/keys/keyctl.c;293-293
CVE-2016-9604;ee8f844e3c5a;4f7d029b9bf009fbee76bb10c0c4351a1870d2f3;security/keys/keyctl.c;297-298
CVE-2017-0861;362bca57f5d7;f429e7e494afaded76e62c6f98211a635aa03098;sound/core/pcm.c;156-156
CVE-2017-2583;33ab91103b34;546d87e5c903a7f3ee7b9f998949a94729fbc65b;arch/x86/kvm/emulate.c;1588-1588
CVE-2017-2583;33ab91103b34;546d87e5c903a7f3ee7b9f998949a94729fbc65b;arch/x86/kvm/emulate.c;1625-1632
CVE-2017-2583;33ab91103b34;546d87e5c903a7f3ee7b9f998949a94729fbc65b;arch/x86/kvm/emulate.c;1637-1638
CVE-2017-2583;33ab91103b34;546d87e5c903a7f3ee7b9f998949a94729fbc65b;arch/x86/kvm/emulate.c;1754-1754
CVE-2017-2584;129a72a0d3c8;cef84c302fe051744b983a92764d3fcca933415d;arch/x86/kvm/emulate.c;821-821
CVE-2017-2584;129a72a0d3c8;cef84c302fe051744b983a92764d3fcca933415d;arch/x86/kvm/emulate.c;3688-3689
CVE-2017-2584;129a72a0d3c8;cef84c302fe051744b983a92764d3fcca933415d;arch/x86/kvm/emulate.c;3935-3935
CVE-2017-2584;129a72a0d3c8;cef84c302fe051744b983a92764d3fcca933415d;arch/x86/kvm/emulate.c;3977-3977
CVE-2017-2618;0c461cb727d1;926af6273fc683cd98cd0ce7bf0d04a02eed6742;security/selinux/hooks.c;5890-5890
CVE-2017-2618;a050a570db01;bfc5e3a6af397dcf9c99a6c1872458e7867c4680;security/selinux/hooks.c;5887-5887
CVE-2017-2636;ce6fa91b9363;2482ddec670fb83717d129012bc558777cb159f7;mm/slub.c;293-293
CVE-2017-6951;c1644fe041eb;ee8f844e3c5a73b999edf733df1c529d6503ec2f;security/keys/gc.c;49-49
CVE-2017-7184;f843ee6dd019;677e806da4d916052585301785d847c3b3e6186a;net/xfrm/xfrm_user.c;415-415
CVE-2017-7184;677e806da4d9;c470abd4fde40ea6a0846a2beab642a578c0b8cd;net/xfrm/xfrm_user.c;418-418
CVE-2017-7308;873d50d58f67;7b347ad4938ddca1a22b983e36b9ef825a72d230;arch/x86/include/asm/special_insns.h;9-9
CVE-2017-7308;873d50d58f67;7b347ad4938ddca1a22b983e36b9ef825a72d230;arch/x86/include/asm/special_insns.h;19-19
CVE-2017-7308;873d50d58f67;7b347ad4938ddca1a22b983e36b9ef825a72d230;arch/x86/include/asm/special_insns.h;77-77
CVE-2017-7308;873d50d58f67;7b347ad4938ddca1a22b983e36b9ef825a72d230;arch/x86/kernel/cpu/common.c;369-369
CVE-2017-7308;873d50d58f67;7b347ad4938ddca1a22b983e36b9ef825a72d230;arch/x86/kernel/cpu/common.c;1467-1467
CVE-2017-7308;873d50d58f67;7b347ad4938ddca1a22b983e36b9ef825a72d230;arch/x86/kernel/smpboot.c;208-208
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/keyctl.c;1261-1262
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/keyctl.c;1287-1291
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;131-132
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;138-138
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;150-150
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;161-162
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;173-176
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;183-183
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;197-201
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;215-215
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;222-222
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;257-258
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;220-220
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;250-250
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;257-259
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;268-268
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;275-277
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;296-296
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;310-310
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;316-318
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;390-390
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;402-402
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;410-412
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;555-555
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;581-582
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;589-596
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/include/asm/kvm_emulate.h;299-299
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/kvm/emulate.c;2745-2745
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/kvm/x86.c;5316-5316
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/kvm/x86.c;5531-5531
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/kvm/x86.c;5535-5560
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/kvm/x86.c;5570-5570
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/kvm/x86.c;5729-5730
CVE-2017-7558;ee6c88bb754e;2b33bc8aa236b75d6e86a8a79126fd9739e4a5bd;net/sctp/sctp_diag.c;73-73
CVE-2017-7558;ee6c88bb754e;2b33bc8aa236b75d6e86a8a79126fd9739e4a5bd;net/sctp/sctp_diag.c;96-96
CVE-2017-7558;ee6c88bb754e;2b33bc8aa236b75d6e86a8a79126fd9739e4a5bd;net/sctp/socket.c;4541-4542
CVE-2017-7979;e0535ce58b92;43af390573ad5539b6087831a1197747a0e672ad;net/sched/act_api.c;532-545
CVE-2017-7979;e0535ce58b92;43af390573ad5539b6087831a1197747a0e672ad;net/sched/act_api.c;554-554
CVE-2017-7979;e0535ce58b92;43af390573ad5539b6087831a1197747a0e672ad;net/sched/act_api.c;569-569
CVE-2017-7979;e0535ce58b92;43af390573ad5539b6087831a1197747a0e672ad;net/sched/act_api.c;607-620
CVE-2017-7979;e0535ce58b92;43af390573ad5539b6087831a1197747a0e672ad;net/sched/act_api.c;635-635
CVE-2017-8824;67f93df79aee;17cfe79a65f98abe535261856c5aef14f306dff7;net/dccp/proto.c;797-797
CVE-2017-8824;69c64866ce07;d7efc6c11b277d9d80b99b1334a78bfe7d7edf10;net/dccp/proto.c;262-262
CVE-2017-11600;7bab09631c2a;3f5a95ad6c6c05e6b00f0c20e30da66c986564d5;net/xfrm/xfrm_policy.c;3311-3311
CVE-2017-11600;7bab09631c2a;3f5a95ad6c6c05e6b00f0c20e30da66c986564d5;net/xfrm/xfrm_policy.c;3314-3314
CVE-2017-12153;e785fa0a164a;126f760ca94dae77425695f9f9238b731de86e32;net/wireless/nl80211.c;10906-10906
CVE-2017-12154;51aa68e7d57e;488e32f1981e506976d666b3772d6ccc8b726fee;arch/x86/kvm/vmx.c;10528-10528
CVE-2017-12188;829ee279aed4;fd19d3b45164466a4adce7cbff448ba9189e1427;arch/x86/kvm/mmu.c;3976-3982
CVE-2017-12188;829ee279aed4;fd19d3b45164466a4adce7cbff448ba9189e1427;arch/x86/kvm/mmu.c;3990-3990
CVE-2017-12188;829ee279aed4;fd19d3b45164466a4adce7cbff448ba9189e1427;arch/x86/kvm/paging_tmpl.h;337-337
CVE-2017-12188;829ee279aed4;fd19d3b45164466a4adce7cbff448ba9189e1427;arch/x86/kvm/paging_tmpl.h;341-341
CVE-2017-12188;fd19d3b45164;8a5776a5f49812d29fe4b2d0a2d71675c3facf3f;arch/x86/kvm/mmu.c;4558-4558
CVE-2017-12193;ea6789980fda;781402340475144bb360e32bb7437fa4b84cadc3;lib/assoc_array.c;601-604
CVE-2017-12193;ea6789980fda;781402340475144bb360e32bb7437fa4b84cadc3;lib/assoc_array.c;610-615
